mserp_addressbooknames,mserp_dataarea,mserp_dirpartytablebientityid,mserp_instancerelationtype,mserp_instancerelationtype_bigint,mserp_knownas,mserp_languageid,mserp_name,mserp_namealias,mserp_partynumber,mserp_primaryaddresslocation,mserp_primaryaddresslocation_bigint,mserp_primarycontactemail,mserp_primarycontactemail_bigint,mserp_primarycontactfacebook,mserp_primarycontactfacebook_bigint,mserp_primarycontactfax,mserp_primarycontactfax_bigint,mserp_primarycontactlinkedin,mserp_primarycontactlinkedin_bigint,mserp_primarycontactphone,mserp_primarycontactphone_bigint,mserp_primarycontacttelex,mserp_primarycontacttelex_bigint,mserp_primarycontacttwitter,mserp_primarycontacttwitter_bigint,mserp_primarycontacturl,mserp_primarycontacturl_bigint,mserp_sourcekey,mserp_sourcekey_bigint,versionnumber
,,00006cdf-0000-0000-eaa2-010010000000,2077,2077,,en-us,빔텍,빔텍,000012416,68719588911,68719588911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583978,68719583978,NULL
,,00006cdf-0000-0000-eba2-010010000000,2077,2077,,en-us,아이알웨이브,아이알웨이브,000012417,68719588912,68719588912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583979,68719583979,NULL
,,00006cdf-0000-0000-eca2-010010000000,2077,2077,,en-us,DMS WORLD,DMS WORLD,000012418,68719588913,68719588913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583980,68719583980,NULL
,,00006cdf-0000-0000-eda2-010010000000,2077,2077,,en-us,(주)그린에스코,(주)그린에스코,000012419,68719588914,68719588914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583981,68719583981,NULL
,,00006cdf-0000-0000-eea2-010010000000,2077,2077,,en-us,(주)한국메도상사,(주)한국메도상사,000012420,68719588915,68719588915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583982,68719583982,NULL
,,00006cdf-0000-0000-efa2-010010000000,2077,2077,,en-us,세호산전주식회사,세호산전주식회사,000012421,68719588916,68719588916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583983,68719583983,NULL
,,00006cdf-0000-0000-f0a2-010010000000,2077,2077,,en-us,폴라리스테크놀로지(주),폴라리스테크놀로지(주),000012422,68719588917,68719588917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583984,68719583984,NULL
,,00006cdf-0000-0000-f1a2-010010000000,2077,2077,,en-us,(주)우리텍,(주)우리텍,000012423,68719588918,68719588918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583985,68719583985,NULL
,,00006cdf-0000-0000-f2a2-010010000000,2077,2077,,en-us,기가디자인(주),기가디자인(주),000012424,68719588919,68719588919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583986,68719583986,NULL
,,00006cdf-0000-0000-f3a2-010010000000,2077,2077,,en-us,블루게이트,블루게이트,000012425,68719588920,68719588920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583987,68719583987,NULL
,,00006cdf-0000-0000-f4a2-010010000000,2077,2077,,en-us,피에스 메디칼,피에스 메디칼,000012426,68719588921,68719588921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583988,68719583988,NULL
,,00006cdf-0000-0000-f5a2-010010000000,2077,2077,,en-us,창수상사,창수상사,000012427,68719588922,68719588922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583989,68719583989,NULL
,,00006cdf-0000-0000-f6a2-010010000000,2077,2077,,en-us,솔라인테크놀로지,솔라인테크놀로지,000012428,68719588923,68719588923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583990,68719583990,NULL
,,00006cdf-0000-0000-f7a2-010010000000,2077,2077,,en-us,세코지오,세코지오,000012429,68719588924,68719588924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583991,68719583991,NULL
,,00006cdf-0000-0000-f8a2-010010000000,2077,2077,,en-us,지코냉기(주),지코냉기(주),000012430,68719588925,68719588925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583992,68719583992,NULL
,,00006cdf-0000-0000-f9a2-010010000000,2077,2077,,en-us,엑스포스정보기술(주),엑스포스정보기술(주),000012431,68719588926,68719588926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583993,68719583993,NULL
,,00006cdf-0000-0000-faa2-010010000000,2077,2077,,en-us,주식회사 구룡과학,주식회사 구룡과학,000012432,68719588927,68719588927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583994,68719583994,NULL
,,00006cdf-0000-0000-fba2-010010000000,2077,2077,,en-us,동신화인텍,동신화인텍,000012433,68719588928,68719588928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583995,68719583995,NULL
,,00006cdf-0000-0000-fca2-010010000000,2077,2077,,en-us,마이크론,마이크론,000012434,68719588929,68719588929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583996,68719583996,NULL
,,00006cdf-0000-0000-fda2-010010000000,2077,2077,,en-us,티에스사이언스(주),티에스사이언스(주),000012435,68719588930,68719588930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583997,68719583997,NULL
,,00006cdf-0000-0000-fea2-010010000000,2077,2077,,en-us,에이피앤텍(주),에이피앤텍(주),000012436,68719588931,68719588931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583998,68719583998,NULL
,,00006cdf-0000-0000-ffa2-010010000000,2077,2077,,en-us,엔티아이 코모도,엔티아이 코모도,000012437,68719588932,68719588932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583999,68719583999,NULL
,,00006cdf-0000-0000-00a3-010010000000,2077,2077,,en-us,신신메디테크,신신메디테크,000012438,68719588933,68719588933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584000,68719584000,NULL
,,00006cdf-0000-0000-01a3-010010000000,2077,2077,,en-us,동산 I&E,동산 I&E,000012439,68719588934,68719588934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584001,68719584001,NULL
,,00006cdf-0000-0000-02a3-010010000000,2077,2077,,en-us,씨유아이정보통신,씨유아이정보통신,000012440,68719588935,68719588935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584002,68719584002,NULL
,,00006cdf-0000-0000-03a3-010010000000,2077,2077,,en-us,동양전자기술,동양전자기술,000012441,68719588936,68719588936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584003,68719584003,NULL
,,00006cdf-0000-0000-04a3-010010000000,2077,2077,,en-us,HNS,HNS,000012442,68719588937,68719588937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584004,68719584004,NULL
,,00006cdf-0000-0000-05a3-010010000000,2077,2077,,en-us,공간전시,공간전시,000012443,68719588938,68719588938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584005,68719584005,NULL
,,00006cdf-0000-0000-06a3-010010000000,2077,2077,,en-us,삼정기계,삼정기계,000012444,68719588939,68719588939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584006,68719584006,NULL
,,00006cdf-0000-0000-07a3-010010000000,2077,2077,,en-us,주식회사 오투스,주식회사 오투스,000012445,68719588940,68719588940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584007,68719584007,NULL
,,00006cdf-0000-0000-08a3-010010000000,2077,2077,,en-us,비쥬얼랩,비쥬얼랩,000012446,68719588941,68719588941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584008,68719584008,NULL
,,00006cdf-0000-0000-09a3-010010000000,2077,2077,,en-us,(주)위드텍,(주)위드텍,000012447,68719588942,68719588942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584009,68719584009,NULL
,,00006cdf-0000-0000-0aa3-010010000000,2077,2077,,en-us,포디텍,포디텍,000012448,68719588943,68719588943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584010,68719584010,NULL
,,00006cdf-0000-0000-0ba3-010010000000,2077,2077,,en-us,이엘티,이엘티,000012449,68719588944,68719588944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584011,68719584011,NULL
,,00006cdf-0000-0000-0ca3-010010000000,2077,2077,,en-us,대일산업기계eng,대일산업기계eng,000012450,68719588945,68719588945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584012,68719584012,NULL
,,00006cdf-0000-0000-0da3-010010000000,2077,2077,,en-us,원시스템,원시스템,000012451,68719588946,68719588946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584013,68719584013,NULL
,,00006cdf-0000-0000-0ea3-010010000000,2077,2077,,en-us,제타시스(주),제타시스(주),000012452,68719588947,68719588947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584014,68719584014,NULL
,,00006cdf-0000-0000-0fa3-010010000000,2077,2077,,en-us,예바통상,예바통상,000012453,68719588948,68719588948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584015,68719584015,NULL
,,00006cdf-0000-0000-10a3-010010000000,2077,2077,,en-us,프라임사이언스,프라임사이언스,000012454,68719588949,68719588949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584016,68719584016,NULL
,,00006cdf-0000-0000-11a3-010010000000,2077,2077,,en-us,주식회사 이엠퍼스트,주식회사 이엠퍼스트,000012455,68719588950,68719588950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584017,68719584017,NULL
,,00006cdf-0000-0000-12a3-010010000000,2077,2077,,en-us,휴먼과학(주),휴먼과학(주),000012456,68719588951,68719588951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584018,68719584018,NULL
,,00006cdf-0000-0000-13a3-010010000000,2077,2077,,en-us,디텍,디텍,000012457,68719588952,68719588952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584019,68719584019,NULL
,,00006cdf-0000-0000-14a3-010010000000,2077,2077,,en-us,호서대학교 산학협력단,호서대학교 산학협력단,000012458,68719588953,68719588953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584020,68719584020,NULL
,,00006cdf-0000-0000-15a3-010010000000,2077,2077,,en-us,에이스메디칼(주),에이스메디칼(주),000012459,68719588954,68719588954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584021,68719584021,NULL
,,00006cdf-0000-0000-16a3-010010000000,2077,2077,,en-us,시냅스(Synapse),시냅스(Synapse),000012460,68719588955,68719588955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584022,68719584022,NULL
,,00006cdf-0000-0000-17a3-010010000000,2077,2077,,en-us,(주)씨에스텍,(주)씨에스텍,000012461,68719588956,68719588956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584023,68719584023,NULL
,,00006cdf-0000-0000-18a3-010010000000,2077,2077,,en-us,기연엔지니어링,기연엔지니어링,000012462,68719588957,68719588957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584024,68719584024,NULL
,,00006cdf-0000-0000-19a3-010010000000,2077,2077,,en-us,경인계측시스템(주),경인계측시스템(주),000012463,68719588958,68719588958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584025,68719584025,NULL
,,00006cdf-0000-0000-1fa3-010010000000,2077,2077,,en-us,제이엔에이치 테크놀로지,제이엔에이치 테크놀로지,000012469,68719588959,68719588959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584031,68719584031,NULL
,,00006cdf-0000-0000-20a3-010010000000,2077,2077,,en-us,(유)버퀴스트컴퍼니코리아,(유)버퀴스트컴퍼니코리아,000012470,68719588960,68719588960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584032,68719584032,NULL
,,00006cdf-0000-0000-2da3-010010000000,2077,2077,,en-us,온세통상,온세통상,000012483,68719588961,68719588961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584045,68719584045,NULL
,,00006cdf-0000-0000-2ea3-010010000000,2077,2077,,en-us,서진코리아,서진코리아,000012484,68719588962,68719588962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584046,68719584046,NULL
,,00006cdf-0000-0000-2fa3-010010000000,2077,2077,,en-us,(주)코리아칩솔루션,(주)코리아칩솔루션,000012485,68719588963,68719588963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584047,68719584047,NULL
,,00006cdf-0000-0000-30a3-010010000000,2077,2077,,en-us,(주)한일테크노무역,(주)한일테크노무역,000012486,68719588964,68719588964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584048,68719584048,NULL
,,00006cdf-0000-0000-31a3-010010000000,2077,2077,,en-us,씨엔티컴포넌츠(주),씨엔티컴포넌츠(주),000012487,68719588965,68719588965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584049,68719584049,NULL
,,00006cdf-0000-0000-32a3-010010000000,2077,2077,,en-us,한승코리아(주),한승코리아(주),000012488,68719588966,68719588966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584050,68719584050,NULL
,,00006cdf-0000-0000-33a3-010010000000,2077,2077,,en-us,유니크파츠,유니크파츠,000012489,68719588967,68719588967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584051,68719584051,NULL
,,00006cdf-0000-0000-34a3-010010000000,2077,2077,,en-us,아이오케이 정보통신,아이오케이 정보통신,000012490,68719588968,68719588968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584052,68719584052,NULL
,,00006cdf-0000-0000-35a3-010010000000,2077,2077,,en-us,퍼스트전자,퍼스트전자,000012491,68719588969,68719588969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584053,68719584053,NULL
,,00006cdf-0000-0000-36a3-010010000000,2077,2077,,en-us,지앤비,지앤비,000012492,68719588970,68719588970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584054,68719584054,NULL
,,00006cdf-0000-0000-37a3-010010000000,2077,2077,,en-us,어스전자,어스전자,000012493,68719588971,68719588971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584055,68719584055,NULL
,,00006cdf-0000-0000-38a3-010010000000,2077,2077,,en-us,M-CHIP,M-CHIP,000012494,68719588972,68719588972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584056,68719584056,NULL
,,00006cdf-0000-0000-39a3-010010000000,2077,2077,,en-us,네오칩스,네오칩스,000012495,68719588973,68719588973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584057,68719584057,NULL
,,00006cdf-0000-0000-3aa3-010010000000,2077,2077,,en-us,드림파츠,드림파츠,000012496,68719588974,68719588974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584058,68719584058,NULL
,,00006cdf-0000-0000-3ba3-010010000000,2077,2077,,en-us,앤씨씨일렉트로닉스,앤씨씨일렉트로닉스,000012497,68719588975,68719588975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584059,68719584059,NULL
,,00006cdf-0000-0000-3ca3-010010000000,2077,2077,,en-us,엠앤엠일렉트로닉스,엠앤엠일렉트로닉스,000012498,68719588976,68719588976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584060,68719584060,NULL
,,00006cdf-0000-0000-3da3-010010000000,2077,2077,,en-us,(주)씨에이치코리아,(주)씨에이치코리아,000012499,68719588977,68719588977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584061,68719584061,NULL
,,00006cdf-0000-0000-3ea3-010010000000,2077,2077,,en-us,에스엘플러스,에스엘플러스,000012500,68719588978,68719588978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584062,68719584062,NULL
,,00006cdf-0000-0000-3fa3-010010000000,2077,2077,,en-us,대경코리아 주식회사,대경코리아 주식회사,000012501,68719588979,68719588979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584063,68719584063,NULL
,,00006cdf-0000-0000-40a3-010010000000,2077,2077,,en-us,한토일렉트로닉스,한토일렉트로닉스,000012502,68719588980,68719588980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584064,68719584064,NULL
,,00006cdf-0000-0000-41a3-010010000000,2077,2077,,en-us,(주)엠티아이,(주)엠티아이,000012503,68719588981,68719588981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584065,68719584065,NULL
,,00006cdf-0000-0000-42a3-010010000000,2077,2077,,en-us,자이콘,자이콘,000012504,68719588982,68719588982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584066,68719584066,NULL
,,00006cdf-0000-0000-43a3-010010000000,2077,2077,,en-us,(주)해답,(주)해답,000012505,68719588983,68719588983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584067,68719584067,NULL
,,00006cdf-0000-0000-44a3-010010000000,2077,2077,,en-us,멘토,멘토,000012506,68719588984,68719588984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584068,68719584068,NULL
,,00006cdf-0000-0000-45a3-010010000000,2077,2077,,en-us,청송전자(주),청송전자(주),000012507,68719588985,68719588985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584069,68719584069,NULL
,,00006cdf-0000-0000-46a3-010010000000,2077,2077,,en-us,(주)한승에스티,(주)한승에스티,000012508,68719588986,68719588986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584070,68719584070,NULL
,,00006cdf-0000-0000-47a3-010010000000,2077,2077,,en-us,한능전자(주),한능전자(주),000012509,68719588987,68719588987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584071,68719584071,NULL
,,00006cdf-0000-0000-48a3-010010000000,2077,2077,,en-us,우광테크,우광테크,000012510,68719588988,68719588988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584072,68719584072,NULL
,,00006cdf-0000-0000-49a3-010010000000,2077,2077,,en-us,(주)창우전자,(주)창우전자,000012511,68719588989,68719588989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584073,68719584073,NULL
,,00006cdf-0000-0000-4aa3-010010000000,2077,2077,,en-us,(주)제이디컴포넌트,(주)제이디컴포넌트,000012512,68719588990,68719588990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584074,68719584074,NULL
,,00006cdf-0000-0000-4ba3-010010000000,2077,2077,,en-us,주식회사 코웰테크,주식회사 코웰테크,000012513,68719588991,68719588991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584075,68719584075,NULL
,,00006cdf-0000-0000-4ca3-010010000000,2077,2077,,en-us,(주)야스,(주)야스,000012514,68719588992,68719588992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584076,68719584076,NULL
,,00006cdf-0000-0000-4da3-010010000000,2077,2077,,en-us,미래전자시스템,미래전자시스템,000012515,68719588993,68719588993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584077,68719584077,NULL
,,00006cdf-0000-0000-4ea3-010010000000,2077,2077,,en-us,재영전자,재영전자,000012516,68719588994,68719588994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584078,68719584078,NULL
,,00006cdf-0000-0000-4fa3-010010000000,2077,2077,,en-us,리치우드인터내셔날(주),리치우드인터내셔날(주),000012517,68719588995,68719588995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584079,68719584079,NULL
,,00006cdf-0000-0000-50a3-010010000000,2077,2077,,en-us,한경텔레콤(주),한경텔레콤(주),000012518,68719588996,68719588996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584080,68719584080,NULL
,,00006cdf-0000-0000-51a3-010010000000,2077,2077,,en-us,경원반도체,경원반도체,000012519,68719588997,68719588997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584081,68719584081,NULL
,,00006cdf-0000-0000-52a3-010010000000,2077,2077,,en-us,예원일렉트로닉스(주),예원일렉트로닉스(주),000012520,68719588998,68719588998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584082,68719584082,NULL
,,00006cdf-0000-0000-53a3-010010000000,2077,2077,,en-us,지형반도체,지형반도체,000012521,68719588999,68719588999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584083,68719584083,NULL
,,00006cdf-0000-0000-54a3-010010000000,2077,2077,,en-us,(주)어스일렉트로닉스,(주)어스일렉트로닉스,000012522,68719589000,68719589000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584084,68719584084,NULL
,,00006cdf-0000-0000-55a3-010010000000,2077,2077,,en-us,대원상사,대원상사,000012523,68719589001,68719589001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584085,68719584085,NULL
,,00006cdf-0000-0000-56a3-010010000000,2077,2077,,en-us,이루텍,이루텍,000012524,68719589002,68719589002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584086,68719584086,NULL
,,00006cdf-0000-0000-57a3-010010000000,2077,2077,,en-us,신한일렉트로닉스(주),신한일렉트로닉스(주),000012525,68719589003,68719589003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584087,68719584087,NULL
,,00006cdf-0000-0000-58a3-010010000000,2077,2077,,en-us,코리아스펙트랄프로덕츠(주),코리아스펙트랄프로덕츠(주),000012526,68719589004,68719589004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584088,68719584088,NULL
,,00006cdf-0000-0000-59a3-010010000000,2077,2077,,en-us,구로삼양전자,구로삼양전자,000012527,68719589005,68719589005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584089,68719584089,NULL
,,00006cdf-0000-0000-5aa3-010010000000,2077,2077,,en-us,조흥전자(주),조흥전자(주),000012528,68719589006,68719589006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584090,68719584090,NULL
,,00006cdf-0000-0000-5ba3-010010000000,2077,2077,,en-us,다원전자시스템,다원전자시스템,000012529,68719589007,68719589007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584091,68719584091,NULL
,,00006cdf-0000-0000-5ca3-010010000000,2077,2077,,en-us,보고인터내셔날,보고인터내셔날,000012530,68719589008,68719589008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584092,68719584092,NULL
,,00006cdf-0000-0000-5da3-010010000000,2077,2077,,en-us,희콤포넌트,희콤포넌트,000012531,68719589009,68719589009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584093,68719584093,NULL
,,00006cdf-0000-0000-5ea3-010010000000,2077,2077,,en-us,서진전자부품,서진전자부품,000012532,68719589010,68719589010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584094,68719584094,NULL
,,00006cdf-0000-0000-5fa3-010010000000,2077,2077,,en-us,보성메카닉스(주),보성메카닉스(주),000012533,68719589011,68719589011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584095,68719584095,NULL
,,00006cdf-0000-0000-60a3-010010000000,2077,2077,,en-us,(주)브레인세미콘,(주)브레인세미콘,000012534,68719589012,68719589012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584096,68719584096,NULL
,,00006cdf-0000-0000-61a3-010010000000,2077,2077,,en-us,대영컴퍼넌트,대영컴퍼넌트,000012535,68719589013,68719589013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584097,68719584097,NULL
,,00006cdf-0000-0000-62a3-010010000000,2077,2077,,en-us,(주)아나로그월드,(주)아나로그월드,000012536,68719589014,68719589014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584098,68719584098,NULL
,,00006cdf-0000-0000-63a3-010010000000,2077,2077,,en-us,(주)윈텍인터내셔날,(주)윈텍인터내셔날,000012537,68719589015,68719589015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584099,68719584099,NULL
,,00006cdf-0000-0000-64a3-010010000000,2077,2077,,en-us,한양쎄미컴,한양쎄미컴,000012538,68719589016,68719589016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584100,68719584100,NULL
,,00006cdf-0000-0000-65a3-010010000000,2077,2077,,en-us,동일테크(주),동일테크(주),000012539,68719589017,68719589017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584101,68719584101,NULL
,,00006cdf-0000-0000-66a3-010010000000,2077,2077,,en-us,(주)지이씨일렉트로닉스,(주)지이씨일렉트로닉스,000012540,68719589018,68719589018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584102,68719584102,NULL
,,00006cdf-0000-0000-67a3-010010000000,2077,2077,,en-us,주호전자통신,주호전자통신,000012541,68719589019,68719589019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584103,68719584103,NULL
,,00006cdf-0000-0000-68a3-010010000000,2077,2077,,en-us,한국 ET,한국 ET,000012542,68719589020,68719589020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584104,68719584104,NULL
,,00006cdf-0000-0000-69a3-010010000000,2077,2077,,en-us,DSK-엘지이노텍(주),DSK-엘지이노텍(주),000012543,68719589021,68719589021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584105,68719584105,NULL
,,00006cdf-0000-0000-6aa3-010010000000,2077,2077,,en-us,한국델파이(주),한국델파이(주),000012544,68719589022,68719589022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584106,68719584106,NULL
,,00006cdf-0000-0000-6ba3-010010000000,2077,2077,,en-us,타이코에이엠피 유한회사,타이코에이엠피 유한회사,000012545,68719589023,68719589023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584107,68719584107,NULL
,,00006cdf-0000-0000-6ca3-010010000000,2077,2077,,en-us,한국로버트 보쉬 (주),한국로버트 보쉬 (주),000012546,68719589024,68719589024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584108,68719584108,NULL
,,00006cdf-0000-0000-6da3-010010000000,2077,2077,,en-us,유일산업전자(주),유일산업전자(주),000012547,68719589025,68719589025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719584109,68719584109,NULL
